1,2,21,28,39,43
1,2,21,28,39,43
1,2,21,28,40,42
1,2,21,28,40,42
1,2,25,28,35,43
1,2,26,28,35,42
1,2,27,28,35,41
1,3,21,28,38,43
1,3,21,28,38,43
1,3,21,28,39,42
1,3,21,28,39,42
1,3,21,28,40,41
1,3,21,28,40,41
1,3,24,28,35,43
1,3,25,28,35,42
1,3,26,28,35,41
1,3,27,28,35,40
1,4,21,28,37,43
1,4,21,28,37,43
1,4,21,28,38,42
1,4,21,28,38,42
1,4,21,28,39,41
1,4,21,28,39,41
1,4,23,28,35,43
1,4,24,28,35,42
1,4,25,28,35,41
1,4,26,28,35,40
1,4,27,28,35,39
1,5,21,28,36,43
1,5,21,28,36,43
1,5,21,28,37,42
1,5,21,28,37,42
1,5,21,28,38,41
1,5,21,28,38,41
1,5,21,28,39,40
1,5,21,28,39,40
1,5,22,28,35,43
1,5,23,28,35,42
1,5,24,28,35,41
1,5,25,28,35,40
1,5,26,28,35,39
1,5,27,28,35,38
1,6,21,28,35,43
1,6,21,28,35,43
1,6,21,28,35,43
1,6,21,28,35,43
1,6,21,28,35,43
1,6,21,28,35,43
1,6,21,28,36,42
1,6,21,28,36,42
1,6,21,28,37,41
1,6,21,28,37,41
1,6,21,28,38,40
1,6,21,28,38,40
1,6,22,28,35,42
1,6,23,28,35,41
1,6,24,28,35,40
1,6,25,28,35,39
1,6,26,28,35,38
1,6,27,28,35,37
1,7,20,28,35,43
1,7,21,28,34,43
1,7,21,28,34,43
1,7,21,28,35,42
1,7,21,28,35,42
1,7,21,28,35,42
1,7,21,28,35,42
1,7,21,28,35,42
1,7,21,28,36,41
1,7,21,28,36,41
1,7,21,28,37,40
1,7,21,28,37,40
1,7,21,28,38,39
1,7,21,28,38,39
1,7,22,28,35,41
1,7,23,28,35,40
1,7,24,28,35,39
1,7,25,28,35,38
1,7,26,28,35,37
1,7,27,28,35,36
1,8,19,28,35,43
1,8,20,28,35,42
1,8,21,28,33,43
1,8,21,28,33,43
1,8,21,28,34,42
1,8,21,28,34,42
1,8,21,28,35,41
1,8,21,28,35,41
1,8,21,28,35,41
1,8,21,28,35,41
1,8,21,28,35,41
1,8,21,28,36,40
1,8,21,28,36,40
1,8,21,28,37,39
1,8,21,28,37,39
1,8,22,28,35,40
1,8,23,28,35,39
1,8,24,28,35,38
1,8,25,28,35,37
1,8,26,28,35,36
1,9,18,28,35,43
1,9,19,28,35,42
1,9,20,28,35,41
1,9,21,28,32,43
1,9,21,28,32,43
1,9,21,28,33,42
1,9,21,28,33,42
1,9,21,28,34,41
1,9,21,28,34,41
1,9,21,28,35,40
1,9,21,28,35,40
1,9,21,28,35,40
1,9,21,28,35,40
1,9,21,28,35,40
1,9,21,28,36,39
1,9,21,28,36,39
1,9,21,28,37,38
1,9,21,28,37,38
1,9,22,28,35,39
1,9,23,28,35,38
1,9,24,28,35,37
1,9,25,28,35,36
1,10,11,27,42,43
1,10,11,28,41,43
1,10,11,29,40,43
1,10,11,29,41,42
1,10,11,30,39,43
1,10,11,30,40,42
1,10,11,31,38,43
1,10,11,31,39,42
1,10,11,31,40,41
1,10,11,32,37,43
1,10,11,32,38,42
1,10,11,32,39,41
1,10,11,33,36,43
1,10,11,33,37,42
1,10,11,33,38,41
1,10,11,33,39,40
1,10,11,34,35,43
1,10,11,34,36,42
1,10,11,34,37,41
1,10,11,34,38,40
1,10,11,35,36,41
1,10,11,35,37,40
1,10,11,35,38,39
1,10,11,36,37,39
1,10,12,26,42,43
1,10,12,27,41,43
1,10,12,28,40,43
1,10,12,28,41,42
1,10,12,29,39,43
1,10,12,29,40,42
1,10,12,30,38,43
1,10,12,30,39,42
1,10,12,30,40,41
1,10,12,31,37,43
1,10,12,31,38,42
1,10,12,31,39,41
1,10,12,32,36,43
1,10,12,32,37,42
1,10,12,32,38,41
1,10,12,32,39,40
1,10,12,33,35,43
1,10,12,33,36,42
1,10,12,33,37,41
1,10,12,33,38,40
1,10,12,34,35,42
1,10,12,34,36,41
1,10,12,34,37,40
1,10,12,34,38,39
1,10,12,35,36,40
1,10,12,35,37,39
1,10,12,36,37,38
1,10,13,25,42,43
1,10,13,26,41,43
1,10,13,27,40,43
1,10,13,27,41,42
1,10,13,28,39,43
1,10,13,28,40,42
1,10,13,29,38,43
1,10,13,29,39,42
1,10,13,29,40,41
1,10,13,30,37,43
1,10,13,30,38,42
1,10,13,30,39,41
1,10,13,31,36,43
1,10,13,31,37,42
1,10,13,31,38,41
1,10,13,31,39,40
1,10,13,32,35,43
1,10,13,32,36,42
1,10,13,32,37,41
1,10,13,32,38,40
1,10,13,33,34,43
1,10,13,33,35,42
1,10,13,33,36,41
1,10,13,33,37,40
1,10,13,33,38,39
1,10,13,34,35,41
1,10,13,34,36,40
1,10,13,34,37,39
1,10,13,35,36,39
1,10,13,35,37,38
1,10,14,24,42,43
1,10,14,25,41,43
1,10,14,26,40,43
1,10,14,26,41,42
1,10,14,27,39,43
1,10,14,27,40,42
1,10,14,28,38,43
1,10,14,28,39,42
1,10,14,28,40,41
1,10,14,29,37,43
1,10,14,29,38,42
1,10,14,29,39,41
1,10,14,30,36,43
1,10,14,30,37,42
1,10,14,30,38,41
1,10,14,30,39,40
1,10,14,31,35,43
1,10,14,31,36,42
1,10,14,31,37,41
1,10,14,31,38,40
1,10,14,32,34,43
1,10,14,32,35,42
1,10,14,32,36,41
1,10,14,32,37,40
1,10,14,32,38,39
1,10,14,33,34,42
